timestamp,tx,ty,tz,roll,pitch,yaw,speed
-0.036061,0.005473,0.008678,0.011996,-89.904082,-1.038865,1.093019,0.000000
-0.002728,0.010546,0.016981,0.024110,-90.034283,-1.934514,2.228853,0.466138
0.030605,0.015624,0.024681,0.033615,-89.988803,-2.906262,3.402393,0.397349
0.063938,0.020936,0.033471,0.047182,-90.028501,-4.019597,4.597411,0.510503
0.097270,0.027150,0.041035,0.059475,-90.029525,-5.337893,6.015772,0.471425
0.130603,0.032736,0.048674,0.071124,-90.072202,-6.808550,7.602276,0.450274
0.163936,0.040125,0.056285,0.087245,-90.326678,-8.196169,9.314553,0.578944
0.197269,0.047850,0.064024,0.100882,-90.424447,-9.329209,10.934560,0.524388
0.230601,0.053955,0.071866,0.113740,-90.558640,-10.323799,12.210233,0.487559
0.263934,0.061786,0.078927,0.121526,-90.844555,-11.779123,13.365263,0.393207
0.297267,0.070903,0.084328,0.131155,-91.145693,-13.655796,14.327338,0.429568
0.330600,0.076511,0.088765,0.138302,-91.052520,-15.493641,15.224520,0.303297
0.363932,0.080052,0.090070,0.141794,-90.509819,-16.706752,16.083691,0.154248
0.397265,0.094438,0.092908,0.163443,-91.031127,-17.308221,18.001477,0.784438
0.430598,0.101805,0.094307,0.175145,-90.335684,-18.092531,19.341046,0.416958
0.463931,0.107982,0.094734,0.180410,-88.811119,-19.550866,20.490441,0.243826
0.497263,0.111775,0.096101,0.187874,-88.006433,-21.526241,21.813362,0.254494
0.530596,0.115803,0.101969,0.197876,-88.435065,-23.653609,23.692751,0.368289
0.563929,0.113910,0.104804,0.199650,-89.389379,-25.408382,25.265836,0.115285
0.597262,0.112469,0.110714,0.206515,-91.221351,-26.631619,27.067740,0.275191
0.630594,0.112585,0.115522,0.220779,-93.270472,-27.632006,28.836574,0.451591
0.663927,0.111902,0.121101,0.232206,-94.413812,-28.816239,30.076452,0.382030
0.697260,0.109722,0.123956,0.236819,-94.591096,-30.310573,30.688365,0.175422
0.730593,0.104283,0.125534,0.231283,-93.955167,-32.081042,30.821976,0.237591
0.763926,0.101175,0.128838,0.239468,-94.386554,-33.417690,31.614399,0.280739
0.797258,0.096775,0.130899,0.242771,-94.614945,-34.446079,32.061501,0.176263
0.830591,0.094946,0.136415,0.253650,-95.573871,-34.849955,32.923560,0.370030
0.863924,0.093052,0.143918,0.270715,-96.720962,-34.692336,33.577215,0.562115
0.897257,0.086594,0.149777,0.277549,-96.520638,-34.356489,33.002004,0.332356
0.930589,0.091196,0.160683,0.303395,-97.695892,-33.527610,33.938467,0.852858
0.963922,0.083969,0.165481,0.306346,-97.010888,-32.461009,32.712234,0.274888
0.997255,0.077440,0.170066,0.311028,-96.453963,-31.185439,31.416068,0.277513
1.030588,0.069749,0.174906,0.320468,-95.749869,-29.943411,29.769307,0.393080
1.063920,0.064584,0.181363,0.333558,-94.831133,-28.073704,27.814877,0.464522
1.097253,0.054052,0.185208,0.336432,-92.820649,-25.172244,24.258218,0.347235
1.130586,0.056285,0.192873,0.345538,-90.932492,-21.048621,20.233832,0.363321
1.163919,0.067791,0.201490,0.352184,-88.840576,-14.520626,13.941681,0.475103
1.197251,0.083627,0.212333,0.357538,-88.679014,-4.853306,6.190614,0.597772
1.230584,0.107424,0.231025,0.380990,-92.252226,6.626243,-1.761927,1.148544
1.263917,0.135378,0.242489,0.408121,-96.629992,14.595812,-7.902155,1.218229
1.297250,0.158826,0.250766,0.414160,-99.703486,22.446356,-14.772072,0.767658
1.330582,0.170235,0.238891,0.389690,-102.428634,29.595370,-21.299522,0.884864
1.363915,0.186061,0.243006,0.395503,-108.058712,35.925964,-28.157013,0.520651
1.397248,0.197365,0.239341,0.386500,-112.573219,40.403910,-33.644693,0.447272
1.430581,0.200411,0.238681,0.377530,-116.403495,43.781977,-38.611261,0.284880
1.463914,0.197990,0.234614,0.360237,-118.233044,45.945412,-41.622257,0.537884
1.497246,0.202573,0.235969,0.367207,-120.536581,46.885773,-44.008763,0.253560
1.530579,0.200253,0.236216,0.365044,-121.602946,47.885809,-45.097211,0.095457
1.563912,0.199738,0.240752,0.369459,-122.934925,48.591679,-45.906358,0.190540
1.597245,0.196600,0.241608,0.368705,-123.627422,49.020913,-46.060023,0.100145
1.630577,0.193226,0.242985,0.366098,-123.739539,49.107824,-45.578924,0.134449
1.663910,0.193195,0.243557,0.376554,-124.224867,48.922265,-45.336811,0.314168
1.697243,0.191886,0.244727,0.379224,-123.489261,48.783117,-44.467906,0.095862
1.730576,0.185099,0.243938,0.369915,-121.703253,49.255616,-43.302411,0.346418
1.763908,0.188560,0.245061,0.385011,-121.641137,49.596581,-43.082366,0.465862
1.797241,0.188586,0.243588,0.381278,-120.447479,50.124082,-41.938074,0.120404
1.830574,0.189788,0.243857,0.383260,-119.918454,50.378804,-41.181591,0.070014
1.863907,0.184685,0.241447,0.365157,-118.048975,50.918931,-39.263385,0.568860
1.897239,0.183336,0.241205,0.359120,-117.528024,51.392676,-38.021707,0.185748
1.930572,0.191644,0.246414,0.373639,-118.834685,51.510330,-37.926965,0.525627
1.963905,0.193553,0.244994,0.370642,-118.893540,51.985996,-37.115029,0.114780
1.997238,0.199549,0.248171,0.374537,-119.406252,52.568222,-36.919115,0.234737
2.030570,0.198611,0.241165,0.358776,-117.561555,53.472365,-35.595609,0.518216
2.063903,0.202883,0.239562,0.354916,-116.809313,54.154881,-35.300834,0.179314
2.097236,0.206320,0.232482,0.346316,-115.825646,54.535133,-34.383043,0.349725
2.130569,0.211415,0.230195,0.341781,-115.528538,54.619731,-33.730109,0.215825
2.163902,0.215264,0.226321,0.333641,-114.558695,54.554517,-32.602460,0.294061
2.197234,0.223912,0.221888,0.330509,-113.558661,54.402080,-31.408727,0.306329
2.230567,0.232105,0.218538,0.323293,-112.100318,54.468285,-30.033508,0.342596
2.263900,0.237396,0.214217,0.309326,-110.520734,54.841183,-28.973869,0.466449
2.297233,0.249284,0.202537,0.298195,-109.172961,54.845472,-28.173435,0.601230
2.330565,0.266758,0.192304,0.293973,-109.090322,55.022453,-28.646287,0.620579
2.363898,0.274169,0.182725,0.268713,-107.744319,55.210162,-28.539361,0.840431
2.397231,0.291077,0.166787,0.252238,-107.802127,55.371286,-29.317577,0.854502
2.430564,0.310202,0.150391,0.234469,-108.044201,55.419521,-30.349250,0.924853
2.463896,0.316227,0.139793,0.208853,-107.765705,55.620649,-31.611711,0.851090
2.497229,0.336681,0.128072,0.191011,-108.278557,56.321643,-32.948874,0.886958
2.530562,0.344700,0.121085,0.172657,-108.141369,56.619739,-34.353414,0.636403
2.563895,0.359590,0.113874,0.158082,-107.760085,56.445260,-35.174173,0.661452
2.597227,0.376691,0.102591,0.141937,-107.103471,56.457195,-35.179898,0.782579
2.630560,0.388733,0.095651,0.127956,-106.825004,57.250829,-35.224225,0.591430
2.663893,0.404726,0.081119,0.108388,-106.359038,58.471234,-34.691555,0.874586
2.697226,0.416421,0.070465,0.090872,-106.379928,59.198965,-34.738917,0.708091
2.730558,0.421951,0.071402,0.083953,-107.635868,59.001869,-36.207682,0.267202
2.763891,0.445558,0.062443,0.074067,-108.754020,58.527642,-37.045826,0.813508
2.797224,0.434129,0.068468,0.070294,-109.823162,57.533410,-39.574660,0.403794
2.830557,0.444586,0.068353,0.065483,-110.841186,56.376118,-41.156005,0.345322
2.863889,0.442012,0.062117,0.053224,-111.701816,55.763058,-43.006626,0.419785
2.897222,0.447462,0.058293,0.042101,-113.267494,55.889199,-45.411648,0.388925
2.930555,1.359440,0.156808,0.080664,-115.187620,56.787796,-48.327005,27.543091
2.963888,1.394676,0.140352,0.043676,-117.715765,58.159188,-51.681367,1.610121
2.997221,1.426329,0.125854,0.015086,-121.158285,59.727232,-55.907551,1.351501
3.030553,1.463217,0.109104,-0.010840,-124.943447,60.850113,-60.769959,1.443023
3.063886,1.496606,0.097553,-0.029742,-128.092749,61.013515,-65.618315,1.202076
3.097220,1.534116,0.087431,-0.041073,-130.719908,60.563834,-70.088712,1.214076
3.130552,1.573329,0.075588,-0.054677,-133.075558,60.119128,-74.044886,1.294938
3.163884,1.628840,0.072395,-0.075298,-135.598120,60.083442,-77.783311,1.779173
3.197217,1.669985,0.070443,-0.086346,-138.278724,60.106238,-81.303042,1.279411
3.230550,1.719850,0.085758,-0.079193,-141.193761,59.840903,-84.621624,1.579584
3.263883,1.769729,0.091991,-0.086100,-143.478053,59.477395,-86.940487,1.522189
3.297215,1.814180,0.112555,-0.089604,-144.997978,58.795002,-88.281265,1.473141
3.330548,1.866978,0.134747,-0.084167,-145.778323,57.625183,-88.695876,1.725897
3.363881,1.921627,0.164318,-0.072022,-145.691971,56.323586,-88.447908,1.899391
3.397214,1.976041,0.184670,-0.058966,-145.432404,55.391539,-87.845985,1.786364
3.430546,2.030047,0.207790,-0.037034,-144.707515,54.802976,-86.585391,1.881287
3.463879,2.072703,0.244693,-0.011727,-143.573850,54.415326,-84.709639,1.854641
3.497212,2.144601,0.255381,0.010440,-142.202268,54.334559,-81.528097,2.279790
3.530545,2.201823,0.287231,0.038197,-140.718880,54.161648,-78.010703,2.133891
3.563877,2.248729,0.325032,0.067853,-138.718888,53.723310,-74.033581,2.014457
3.597210,2.304218,0.360029,0.092327,-136.599752,53.017689,-70.001736,2.100615
3.630543,2.340231,0.400363,0.106905,-134.254516,52.110816,-66.069430,1.680103
3.663876,2.371838,0.440362,0.120521,-133.117054,51.289966,-62.920022,1.583004
3.697208,2.415078,0.479748,0.136714,-132.865930,50.364553,-59.948228,1.820755
3.730541,2.433285,0.518247,0.139262,-132.440962,49.210337,-57.070409,1.279918
3.763874,2.472359,0.539516,0.149037,-131.862489,47.987608,-54.241997,1.366468
3.797207,2.475259,0.564729,0.150973,-130.558354,46.845792,-51.654510,0.763596
3.830539,2.515277,0.589804,0.161227,-129.771271,46.097218,-49.423167,1.449812
3.863872,2.549094,0.590480,0.157999,-128.778923,45.585007,-47.008715,1.019340
3.897205,2.534837,0.614313,0.160426,-127.857336,45.061163,-45.224278,0.836351
3.930538,2.563841,0.622385,0.164861,-127.532819,44.870183,-43.543750,0.912961
3.963871,2.529109,0.629419,0.152444,-126.591157,44.204029,-41.875725,1.126500
3.997203,2.529956,0.637972,0.146672,-126.035170,43.447339,-39.638336,0.310612
4.030536,2.527664,0.624524,0.126810,-125.224807,42.840100,-36.658358,0.722863
4.063869,2.534901,0.623347,0.116402,-124.821612,42.119362,-33.482485,0.381936
4.097202,2.508766,0.655763,0.132318,-124.698883,40.529844,-30.757468,1.337327
4.130534,2.481893,0.680904,0.153051,-124.271317,38.437091,-27.892010,1.267215
4.163867,2.454615,0.684259,0.141634,-123.530790,37.094286,-25.679671,0.892822
4.197200,2.461684,0.699956,0.161436,-123.192731,35.951107,-24.185320,0.787188
4.230533,2.460105,0.706365,0.171828,-122.657959,35.153561,-23.880569,0.369311
4.263865,2.445551,0.691420,0.167460,-121.850820,34.608992,-24.174957,0.639403
4.297198,2.438843,0.675516,0.161935,-121.269536,34.238470,-24.645931,0.543714
4.330531,2.434956,0.660255,0.157743,-120.712875,33.839062,-25.003639,0.488916
4.363864,2.423816,0.641452,0.145429,-119.849314,33.203988,-25.025851,0.752573
4.397196,2.438655,0.638093,0.156032,-119.623006,32.673898,-24.750125,0.556366
4.430529,2.439294,0.632032,0.156433,-119.521361,32.456160,-24.727654,0.183229
4.463862,2.438434,0.629843,0.153648,-119.441444,32.180216,-24.956223,0.109349
4.497195,2.451499,0.620573,0.157347,-119.269190,31.774247,-25.058624,0.493258
4.530527,2.463864,0.621471,0.161773,-119.114310,31.612520,-25.350075,0.394931
4.563860,2.456581,0.608198,0.142431,-118.490663,31.655763,-25.592170,0.736880
4.597193,2.461294,0.604066,0.144103,-118.331714,31.989566,-25.756617,0.194620
4.630526,2.478960,0.580060,0.120052,-118.261141,33.076074,-25.780502,1.148990
4.663859,2.456727,0.587376,0.107147,-118.491783,34.401749,-26.242487,0.801834
4.697191,2.431639,0.595481,0.099954,-118.279438,35.525422,-25.708465,0.819888
4.730524,2.441972,0.625752,0.115189,-118.147640,35.705445,-23.504642,1.062879
4.763857,2.392288,0.653104,0.112017,-117.867269,34.260033,-20.643069,1.704151
4.797190,2.371219,0.695724,0.116243,-118.626997,32.498819,-17.154082,1.431946
4.830522,2.354572,0.728521,0.118622,-120.249641,31.418771,-12.911964,1.105755
4.863855,2.245221,0.798235,0.121182,-122.681795,30.278991,-9.936398,3.891277
4.897188,2.368967,0.852011,0.135844,-125.288133,30.150513,-4.896844,4.071649
4.930521,2.280586,0.860688,0.111845,-126.140709,29.446954,-2.859223,2.759760
4.963853,2.247959,0.863717,0.119463,-127.218210,29.689486,-1.305981,1.009281
4.997186,2.253470,0.884483,0.121062,-127.582994,29.727661,-0.350533,0.646349
5.030519,2.240495,0.888915,0.120903,-127.553182,29.639118,0.016223,0.411377
5.063852,2.242894,0.902553,0.131821,-127.785909,29.670707,0.137424,0.529014
5.097184,2.237820,0.911599,0.137991,-127.870000,29.720011,0.200307,0.362063
5.130517,2.236095,0.911656,0.136547,-127.731430,29.738176,0.550738,0.067509
5.163850,2.229610,0.919109,0.143421,-127.845679,29.500821,0.967813,0.361071
5.197183,2.222095,0.924068,0.148547,-127.987881,29.167267,1.456801,0.310807
5.230515,2.213058,0.927861,0.157638,-128.059277,28.730126,1.988833,0.401063
5.263848,2.192984,0.922729,0.156345,-127.786360,28.159588,2.520509,0.622804
5.297181,2.175246,0.924135,0.166680,-127.749858,27.480916,3.047912,0.617346
5.330514,2.153192,0.926900,0.177037,-127.735748,26.732279,3.566311,0.735653
5.363846,2.134484,0.933677,0.196221,-127.822925,25.910506,4.094355,0.829217
5.397179,2.131312,0.932564,0.205925,-127.807805,25.407198,4.620530,0.308087
5.430512,2.126110,0.935249,0.193155,-127.717856,25.148771,4.960516,0.421426
5.463845,2.112137,0.945167,0.207545,-128.260818,24.903476,4.873298,0.671295
5.497178,2.131614,0.945692,0.208225,-128.751225,25.248751,4.853863,0.584902
5.530510,2.142211,0.943516,0.197581,-129.122735,25.852901,4.243404,0.455310
5.563843,2.141218,0.948682,0.204147,-129.681032,26.339184,2.780986,0.252405
5.597176,2.168522,0.932431,0.191546,-130.162170,27.297913,0.640323,1.025468
5.630509,2.191348,0.922448,0.193675,-130.643423,28.476260,-2.531018,0.750125
5.663841,2.194107,0.897254,0.197463,-130.153293,29.328996,-5.941377,0.768833
5.697174,2.214334,0.863004,0.201545,-129.441101,30.275053,-9.265265,1.199576
5.730507,2.237501,0.828529,0.182597,-128.609901,31.191608,-12.330138,1.369618
5.763840,2.263188,0.800421,0.172881,-127.959838,32.133336,-15.369034,1.178931
5.797172,2.275727,0.767694,0.163130,-127.287201,33.177125,-18.618654,1.091404
5.830505,2.323086,0.746627,0.160264,-127.021899,34.279222,-21.510965,1.557367
5.863838,2.341974,0.734709,0.172421,-127.197801,35.306294,-24.655796,0.762855
5.897171,2.349266,0.706550,0.158663,-127.179285,36.826180,-27.568804,0.965334
5.930503,2.400357,0.676977,0.150583,-127.373753,38.710205,-29.785629,1.787548
5.963836,2.379567,0.648438,0.140201,-127.397640,40.466960,-32.444117,1.104124
5.997169,2.434002,0.629324,0.130429,-127.914428,42.588062,-34.317781,1.755470
6.030502,2.424476,0.609025,0.126404,-128.454306,44.583615,-36.842291,0.683471
6.063834,2.423719,0.584381,0.107941,-129.124826,46.629384,-39.214167,0.924093
6.097167,2.458917,0.567297,0.091869,-129.955705,48.289552,-41.035350,1.268933
6.130500,2.480715,0.556891,0.093179,-130.972090,49.493375,-43.032599,0.725714
6.163833,2.481277,0.537416,0.075232,-131.777752,50.821632,-45.038470,0.794692
6.197166,2.518386,0.522282,0.043101,-132.890248,52.372240,-46.796118,1.541011
6.230498,2.513798,0.492967,0.028524,-133.714561,53.383992,-48.738261,0.991834
6.263831,2.498841,0.473790,0.021783,-134.625847,54.048879,-51.018150,0.757109
6.297164,2.489970,0.440307,0.000500,-134.954988,54.734051,-52.855089,1.219638
6.330497,2.515343,0.438375,-0.009727,-135.680208,55.253573,-54.793289,0.822756
6.363829,2.505764,0.411976,-0.014151,-135.984200,55.652734,-56.722569,0.852926
6.397162,2.546813,0.388533,-0.023097,-136.357973,56.103161,-57.967730,1.443336
6.430495,2.633808,0.367752,-0.104682,-136.894429,57.616978,-58.974970,3.631899
6.463828,2.638473,0.352771,-0.120180,-137.300341,58.408996,-60.440533,0.661639
6.497160,2.648695,0.336514,-0.136609,-137.845989,59.245469,-61.786654,0.758200
6.530493,2.658932,0.324853,-0.153536,-138.526332,60.145306,-63.146622,0.688892
6.563826,2.660395,0.315595,-0.167510,-139.591593,61.139426,-64.841797,0.504791
6.597159,2.661769,0.305013,-0.184366,-141.012424,62.151240,-66.681650,0.598502
6.630491,2.667017,0.295043,-0.200265,-142.308978,62.927665,-68.300996,0.584613
6.663824,2.669180,0.284001,-0.212627,-143.199703,63.451027,-69.607323,0.501499
6.697157,2.675564,0.276320,-0.231585,-143.964815,63.986646,-70.610193,0.642829
6.730490,2.677381,0.273784,-0.243406,-144.956017,64.537299,-71.719531,0.366796
6.763822,2.673709,0.268921,-0.254271,-145.760377,65.052394,-72.707034,0.373734
6.797155,2.678005,0.262067,-0.264689,-146.302163,65.378741,-73.296228,0.395667
6.830488,2.674909,0.261266,-0.266200,-146.810596,65.542734,-73.825505,0.106089
6.863821,2.676789,0.255256,-0.266265,-146.895846,65.579483,-73.912493,0.188942
6.897153,2.668833,0.248393,-0.258477,-146.096455,65.406767,-73.725118,0.392382
6.930486,2.662868,0.240609,-0.252371,-144.662822,65.179195,-73.251618,0.346553
6.963819,2.654439,0.228067,-0.254453,-143.254295,65.095886,-72.788406,0.457634
6.997152,2.650057,0.223679,-0.245825,-142.690819,65.004667,-73.051848,0.318785
7.030485,2.648773,0.214080,-0.248581,-142.850786,65.199098,-74.032042,0.302062
7.063817,2.641705,0.199509,-0.257006,-143.651128,65.460409,-75.798257,0.547675
7.097150,2.641343,0.193619,-0.266021,-145.222095,65.489559,-78.068757,0.323252
7.130483,2.643314,0.180056,-0.275713,-147.010194,65.341441,-80.382341,0.503588
